Date,Ticker,Company,Sector,Open,High,Low,Close,Volume,Source,Daily_Return,Cum_Return,MA_20,MA_50,Volatility_20
2022-07-12,BAC,Bank of America,Finance,38.2,38.28,37.5,38.23,2963723,Kaggle_FinanceEnergy_Dataset,0.003412,0.365357,36.83,36.56,0.021884
2022-07-13,BAC,Bank of America,Finance,37.91,38.35,37.69,37.96,47220528,Kaggle_FinanceEnergy_Dataset,-0.007063,0.355714,36.97,36.6,0.021994
2022-07-14,BAC,Bank of America,Finance,38.54,38.88,38.14,38.51,40719724,Kaggle_FinanceEnergy_Dataset,0.014489,0.375357,37.09,36.65,0.0217
2022-07-15,BAC,Bank of America,Finance,38.48,38.72,38.34,38.64,26961476,Kaggle_FinanceEnergy_Dataset,0.003376,0.38,37.25,36.7,0.021256
2022-07-18,BAC,Bank of America,Finance,38.64,38.6,37.89,38.46,26747450,Kaggle_FinanceEnergy_Dataset,-0.004658,0.373571,37.46,36.75,0.019724
2022-07-19,BAC,Bank of America,Finance,37.3,37.54,36.59,37.14,37688976,Kaggle_FinanceEnergy_Dataset,-0.034321,0.326429,37.59,36.76,0.021673
2022-07-20,BAC,Bank of America,Finance,37.47,37.51,37.13,37.31,17741770,Kaggle_FinanceEnergy_Dataset,0.004577,0.3325,37.67,36.77,0.020521
2022-07-21,BAC,Bank of America,Finance,37.25,37.77,36.87,37.11,38331594,Kaggle_FinanceEnergy_Dataset,-0.00536,0.325357,37.73,36.78,0.020517
2022-07-22,BAC,Bank of America,Finance,37.14,37.24,36.75,37.08,24765410,Kaggle_FinanceEnergy_Dataset,-0.000808,0.324286,37.68,36.79,0.015655
2022-07-25,BAC,Bank of America,Finance,36.2,36.35,36.01,36.3,32257952,Kaggle_FinanceEnergy_Dataset,-0.021036,0.296429,37.58,36.8,0.016152
2022-07-26,BAC,Bank of America,Finance,37.08,37.6,36.57,37.25,48276643,Kaggle_FinanceEnergy_Dataset,0.026171,0.330357,37.52,36.83,0.017335
2022-07-27,BAC,Bank of America,Finance,37.69,38.59,37.7,37.84,24094462,Kaggle_FinanceEnergy_Dataset,0.015839,0.351429,37.56,36.86,0.01538
2022-07-28,BAC,Bank of America,Finance,38.76,39.34,38.62,38.83,21501828,Kaggle_FinanceEnergy_Dataset,0.026163,0.386786,37.64,36.91,0.016307
2022-07-29,BAC,Bank of America,Finance,39.64,39.95,39.29,39.64,45381709,Kaggle_FinanceEnergy_Dataset,0.02086,0.415714,37.75,36.97,0.016837
2022-08-01,BAC,Bank of America,Finance,40.27,40.12,39.97,40.07,45226444,Kaggle_FinanceEnergy_Dataset,0.010848,0.431071,37.89,37.03,0.016753
2022-08-02,BAC,Bank of America,Finance,39.23,39.66,38.6,39.26,49628516,Kaggle_FinanceEnergy_Dataset,-0.020215,0.402143,38.0,37.09,0.017564
2022-08-03,BAC,Bank of America,Finance,40.58,40.77,40.29,40.57,27992286,Kaggle_FinanceEnergy_Dataset,0.033367,0.448929,38.18,37.17,0.018793
2022-08-04,BAC,Bank of America,Finance,39.98,40.43,39.83,39.9,17868815,Kaggle_FinanceEnergy_Dataset,-0.016515,0.425,38.33,37.23,0.019321
2022-08-05,BAC,Bank of America,Finance,39.59,40.2,39.16,39.72,12779113,Kaggle_FinanceEnergy_Dataset,-0.004511,0.418571,38.4,37.28,0.017665
2022-08-08,BAC,Bank of America,Finance,40.41,40.48,39.45,40.24,2670721,Kaggle_FinanceEnergy_Dataset,0.013092,0.437143,38.5,37.34,0.017724
2022-08-09,BAC,Bank of America,Finance,40.81,40.89,40.55,40.8,36609702,Kaggle_FinanceEnergy_Dataset,0.013917,0.457143,38.63,37.43,0.017895
2022-08-10,BAC,Bank of America,Finance,41.14,41.86,40.41,41.23,12440332,Kaggle_FinanceEnergy_Dataset,0.010539,0.4725,38.8,37.5,0.017785
2022-08-11,BAC,Bank of America,Finance,41.13,41.45,40.81,40.95,30725403,Kaggle_FinanceEnergy_Dataset,-0.006791,0.4625,38.92,37.58,0.01778
2022-08-12,BAC,Bank of America,Finance,40.56,41.2,39.74,40.51,45913025,Kaggle_FinanceEnergy_Dataset,-0.010745,0.446786,39.01,37.65,0.018052
2022-08-15,BAC,Bank of America,Finance,42.36,42.62,42.05,42.37,47560466,Kaggle_FinanceEnergy_Dataset,0.045915,0.513214,39.21,37.76,0.020384
2022-08-16,BAC,Bank of America,Finance,42.38,42.92,41.81,42.35,1216096,Kaggle_FinanceEnergy_Dataset,-0.000472,0.5125,39.47,37.87,0.018236
2022-08-17,BAC,Bank of America,Finance,42.34,42.38,41.56,42.24,16536676,Kaggle_FinanceEnergy_Dataset,-0.002597,0.508571,39.71,38.0,0.018351
2022-08-18,BAC,Bank of America,Finance,41.57,41.98,41.59,41.71,42031523,Kaggle_FinanceEnergy_Dataset,-0.012547,0.489643,39.94,38.12,0.01866
2022-08-19,BAC,Bank of America,Finance,42.06,42.47,41.67,41.91,27285815,Kaggle_FinanceEnergy_Dataset,0.004795,0.496786,40.18,38.25,0.018594
2022-08-22,BAC,Bank of America,Finance,42.26,42.77,41.5,42.07,40567927,Kaggle_FinanceEnergy_Dataset,0.003818,0.5025,40.47,38.4,0.017467
2022-08-23,BAC,Bank of America,Finance,42.1,42.37,41.46,42.07,42812840,Kaggle_FinanceEnergy_Dataset,0.0,0.5025,40.71,38.53,0.016972
2022-08-24,BAC,Bank of America,Finance,42.45,43.06,42.12,42.37,22688684,Kaggle_FinanceEnergy_Dataset,0.007131,0.513214,40.94,38.68,0.016824
2022-08-25,BAC,Bank of America,Finance,43.89,44.34,43.55,43.73,18590163,Kaggle_FinanceEnergy_Dataset,0.032098,0.561786,41.19,38.83,0.017249
2022-08-26,BAC,Bank of America,Finance,43.22,43.6,42.99,43.27,23316230,Kaggle_FinanceEnergy_Dataset,-0.010519,0.545357,41.37,38.99,0.017263
2022-08-29,BAC,Bank of America,Finance,43.53,44.08,42.98,43.32,32986964,Kaggle_FinanceEnergy_Dataset,0.001156,0.547143,41.53,39.17,0.017212
2022-08-30,BAC,Bank of America,Finance,42.91,43.29,42.16,42.83,18990798,Kaggle_FinanceEnergy_Dataset,-0.011311,0.529643,41.71,39.33,0.016658
2022-08-31,BAC,Bank of America,Finance,43.04,43.64,42.91,43.07,38974426,Kaggle_FinanceEnergy_Dataset,0.005604,0.538214,41.83,39.48,0.015219
2022-09-01,BAC,Bank of America,Finance,42.72,43.08,42.39,42.64,45295646,Kaggle_FinanceEnergy_Dataset,-0.009984,0.522857,41.97,39.61,0.014842
2022-09-02,BAC,Bank of America,Finance,42.26,42.66,41.82,42.25,14833248,Kaggle_FinanceEnergy_Dataset,-0.009146,0.508929,42.1,39.7,0.015007
2022-09-05,BAC,Bank of America,Finance,40.99,41.85,40.73,41.15,48284492,Kaggle_FinanceEnergy_Dataset,-0.026036,0.469643,42.14,39.76,0.016156
2022-09-06,BAC,Bank of America,Finance,41.35,41.5,40.85,41.23,31513537,Kaggle_FinanceEnergy_Dataset,0.001944,0.4725,42.16,39.81,0.015881
2022-09-07,BAC,Bank of America,Finance,41.59,41.63,41.38,41.56,44030269,Kaggle_FinanceEnergy_Dataset,0.008004,0.484286,42.18,39.9,0.015808
2022-09-08,BAC,Bank of America,Finance,43.09,43.72,42.71,42.96,6091905,Kaggle_FinanceEnergy_Dataset,0.033686,0.534286,42.28,40.01,0.01734
2022-09-09,BAC,Bank of America,Finance,43.19,44.06,43.18,43.34,13323457,Kaggle_FinanceEnergy_Dataset,0.008845,0.547857,42.42,40.13,0.017102
2022-09-12,BAC,Bank of America,Finance,43.02,43.34,42.55,43.0,16729934,Kaggle_FinanceEnergy_Dataset,-0.007845,0.535714,42.45,40.25,0.014038
2022-09-13,BAC,Bank of America,Finance,42.07,42.15,41.62,41.96,15838285,Kaggle_FinanceEnergy_Dataset,-0.024186,0.498571,42.43,40.35,0.015114
2022-09-14,BAC,Bank of America,Finance,41.25,41.62,40.9,41.05,9421196,Kaggle_FinanceEnergy_Dataset,-0.021687,0.466071,42.37,40.43,0.015848
2022-09-15,BAC,Bank of America,Finance,40.25,40.2,39.48,40.1,43541846,Kaggle_FinanceEnergy_Dataset,-0.023143,0.432143,42.29,40.49,0.016411
2022-09-16,BAC,Bank of America,Finance,41.62,41.85,40.99,41.47,21511994,Kaggle_FinanceEnergy_Dataset,0.034165,0.481071,42.27,40.55,0.018247
2022-09-19,BAC,Bank of America,Finance,41.59,41.81,41.36,41.7,48193380,Kaggle_FinanceEnergy_Dataset,0.005546,0.489286,42.25,40.63,0.018272
2022-09-20,BAC,Bank of America,Finance,41.41,41.78,41.16,41.27,29590145,Kaggle_FinanceEnergy_Dataset,-0.010312,0.473929,42.21,40.69,0.018408
2022-09-21,BAC,Bank of America,Finance,40.44,40.63,39.77,40.57,7781337,Kaggle_FinanceEnergy_Dataset,-0.016961,0.448929,42.12,40.74,0.018649
2022-09-22,BAC,Bank of America,Finance,39.84,40.48,39.32,39.96,27749330,Kaggle_FinanceEnergy_Dataset,-0.015036,0.427143,41.94,40.77,0.017019
2022-09-23,BAC,Bank of America,Finance,39.38,40.08,38.92,39.53,49683712,Kaggle_FinanceEnergy_Dataset,-0.010761,0.411786,41.75,40.79,0.017024
2022-09-26,BAC,Bank of America,Finance,40.62,40.9,39.92,40.48,28693412,Kaggle_FinanceEnergy_Dataset,0.024032,0.445714,41.61,40.83,0.018147
2022-09-27,BAC,Bank of America,Finance,40.31,40.65,39.88,40.47,1091597,Kaggle_FinanceEnergy_Dataset,-0.000247,0.445357,41.49,40.89,0.018056
2022-09-28,BAC,Bank of America,Finance,39.29,39.55,39.08,39.43,46720915,Kaggle_FinanceEnergy_Dataset,-0.025698,0.408214,41.31,40.93,0.018647
2022-09-29,BAC,Bank of America,Finance,40.98,41.37,40.95,41.08,12509825,Kaggle_FinanceEnergy_Dataset,0.041846,0.467143,41.23,41.01,0.02123
2022-09-30,BAC,Bank of America,Finance,40.28,40.65,39.93,40.25,34737923,Kaggle_FinanceEnergy_Dataset,-0.020204,0.4375,41.13,41.08,0.021576
2022-10-03,BAC,Bank of America,Finance,39.98,40.36,39.22,39.83,26238927,Kaggle_FinanceEnergy_Dataset,-0.010435,0.4225,41.06,41.15,0.020942
2022-10-04,BAC,Bank of America,Finance,40.75,40.82,40.63,40.78,16946254,Kaggle_FinanceEnergy_Dataset,0.023851,0.456429,41.04,41.22,0.021687
2022-10-05,BAC,Bank of America,Finance,41.12,41.7,40.77,41.1,14849336,Kaggle_FinanceEnergy_Dataset,0.007847,0.467857,41.02,41.28,0.021684
2022-10-06,BAC,Bank of America,Finance,40.62,41.35,40.11,40.76,46509233,Kaggle_FinanceEnergy_Dataset,-0.008273,0.455714,40.91,41.32,0.020198
2022-10-07,BAC,Bank of America,Finance,39.78,40.25,39.35,39.87,45684368,Kaggle_FinanceEnergy_Dataset,-0.021835,0.423929,40.73,41.33,0.02046
2022-10-10,BAC,Bank of America,Finance,39.05,39.48,38.99,39.19,26143607,Kaggle_FinanceEnergy_Dataset,-0.017055,0.399643,40.54,41.31,0.020654
2022-10-11,BAC,Bank of America,Finance,38.53,39.22,38.33,38.56,13666264,Kaggle_FinanceEnergy_Dataset,-0.016076,0.377143,40.37,41.3,0.020323
2022-10-12,BAC,Bank of America,Finance,38.61,39.19,38.23,38.58,6014759,Kaggle_FinanceEnergy_Dataset,0.000519,0.377857,40.25,41.26,0.019909
2022-10-13,BAC,Bank of America,Finance,38.64,39.48,38.05,38.72,8672242,Kaggle_FinanceEnergy_Dataset,0.003629,0.382857,40.18,41.23,0.01937
2022-10-14,BAC,Bank of America,Finance,38.76,38.94,38.45,38.63,26590334,Kaggle_FinanceEnergy_Dataset,-0.002324,0.379643,40.04,41.21,0.01745
2022-10-17,BAC,Bank of America,Finance,38.8,39.31,38.06,38.61,16083668,Kaggle_FinanceEnergy_Dataset,-0.000518,0.378929,39.88,41.18,0.017339
2022-10-18,BAC,Bank of America,Finance,37.75,37.99,37.69,37.89,3061338,Kaggle_FinanceEnergy_Dataset,-0.018648,0.353214,39.71,41.12,0.017605
2022-10-19,BAC,Bank of America,Finance,37.92,38.44,37.81,38.1,23303201,Kaggle_FinanceEnergy_Dataset,0.005542,0.360714,39.59,41.06,0.017459
2022-10-20,BAC,Bank of America,Finance,39.1,39.37,38.41,38.99,37563275,Kaggle_FinanceEnergy_Dataset,0.02336,0.3925,39.54,41.02,0.018162
2022-10-21,BAC,Bank of America,Finance,38.77,39.25,38.27,38.89,44693060,Kaggle_FinanceEnergy_Dataset,-0.002565,0.388929,39.51,40.99,0.018024
2022-10-24,BAC,Bank of America,Finance,38.71,39.27,38.09,38.77,29678918,Kaggle_FinanceEnergy_Dataset,-0.003086,0.384643,39.42,40.91,0.017063
2022-10-25,BAC,Bank of America,Finance,38.8,39.0,38.24,38.84,36441314,Kaggle_FinanceEnergy_Dataset,0.001806,0.387143,39.34,40.84,0.01708
2022-10-26,BAC,Bank of America,Finance,39.8,40.32,38.96,39.63,18839453,Kaggle_FinanceEnergy_Dataset,0.02034,0.415357,39.35,40.79,0.016806
2022-10-27,BAC,Bank of America,Finance,39.06,39.45,38.68,39.0,25315670,Kaggle_FinanceEnergy_Dataset,-0.015897,0.392857,39.25,40.74,0.014041
2022-10-28,BAC,Bank of America,Finance,39.85,40.76,39.68,40.03,36751715,Kaggle_FinanceEnergy_Dataset,0.02641,0.429643,39.24,40.7,0.014797
2022-10-31,BAC,Bank of America,Finance,40.15,40.39,39.99,40.35,36655253,Kaggle_FinanceEnergy_Dataset,0.007994,0.441071,39.26,40.66,0.014697
2022-11-01,BAC,Bank of America,Finance,40.26,40.9,40.06,40.38,21801786,Kaggle_FinanceEnergy_Dataset,0.000743,0.442143,39.24,40.63,0.013657
2022-11-02,BAC,Bank of America,Finance,41.19,41.63,41.08,41.27,27639699,Kaggle_FinanceEnergy_Dataset,0.022041,0.473929,39.25,40.61,0.014454
2022-11-03,BAC,Bank of America,Finance,40.39,40.83,40.29,40.4,46268911,Kaggle_FinanceEnergy_Dataset,-0.021081,0.442857,39.24,40.54,0.015122
2022-11-04,BAC,Bank of America,Finance,40.93,41.41,40.15,40.79,31967882,Kaggle_FinanceEnergy_Dataset,0.009653,0.456786,39.28,40.49,0.014387
2022-11-07,BAC,Bank of America,Finance,41.04,41.34,40.76,41.12,32486156,Kaggle_FinanceEnergy_Dataset,0.00809,0.468571,39.38,40.45,0.013791
2022-11-08,BAC,Bank of America,Finance,40.39,40.64,39.69,40.44,39446394,Kaggle_FinanceEnergy_Dataset,-0.016537,0.444286,39.47,40.4,0.013824
2022-11-09,BAC,Bank of America,Finance,40.72,41.38,40.07,40.79,6645921,Kaggle_FinanceEnergy_Dataset,0.008655,0.456786,39.58,40.36,0.013883
2022-11-10,BAC,Bank of America,Finance,40.81,41.46,40.7,41.01,26621330,Kaggle_FinanceEnergy_Dataset,0.005393,0.464643,39.7,40.32,0.013894
2022-11-11,BAC,Bank of America,Finance,41.08,41.11,40.45,40.89,48012155,Kaggle_FinanceEnergy_Dataset,-0.002926,0.460357,39.81,40.3,0.013906
2022-11-14,BAC,Bank of America,Finance,41.39,41.96,41.31,41.54,18721359,Kaggle_FinanceEnergy_Dataset,0.015896,0.483571,39.96,40.3,0.014173
2022-11-15,BAC,Bank of America,Finance,41.03,41.52,40.63,41.12,15451381,Kaggle_FinanceEnergy_Dataset,-0.010111,0.468571,40.12,40.3,0.013579
2022-11-16,BAC,Bank of America,Finance,41.18,41.91,40.6,41.33,30459190,Kaggle_FinanceEnergy_Dataset,0.005107,0.476071,40.28,40.3,0.013577
2022-11-17,BAC,Bank of America,Finance,41.24,41.28,41.1,41.24,11834851,Kaggle_FinanceEnergy_Dataset,-0.002178,0.472857,40.39,40.26,0.012859
2022-11-18,BAC,Bank of America,Finance,40.98,41.3,40.05,40.8,28241312,Kaggle_FinanceEnergy_Dataset,-0.010669,0.457143,40.49,40.21,0.013164
2022-11-21,BAC,Bank of America,Finance,41.02,41.7,40.5,41.18,8626948,Kaggle_FinanceEnergy_Dataset,0.009314,0.470714,40.61,40.17,0.01318
2022-11-22,BAC,Bank of America,Finance,41.02,41.66,40.44,41.04,29409879,Kaggle_FinanceEnergy_Dataset,-0.0034,0.465714,40.72,40.16,0.013258
2022-11-23,BAC,Bank of America,Finance,39.77,40.68,39.92,39.96,30516579,Kaggle_FinanceEnergy_Dataset,-0.026316,0.427143,40.73,40.13,0.014095
2022-11-24,BAC,Bank of America,Finance,38.78,39.04,38.21,38.68,21501623,Kaggle_FinanceEnergy_Dataset,-0.032032,0.381429,40.72,40.11,0.015477
2022-11-25,BAC,Bank of America,Finance,39.3,39.53,38.83,39.24,19754574,Kaggle_FinanceEnergy_Dataset,0.014478,0.401429,40.68,40.06,0.014599
2022-11-28,BAC,Bank of America,Finance,38.47,38.5,38.18,38.39,13027455,Kaggle_FinanceEnergy_Dataset,-0.021662,0.371071,40.58,40.0,0.015144
2022-11-29,BAC,Bank of America,Finance,38.58,38.88,38.28,38.59,17215193,Kaggle_FinanceEnergy_Dataset,0.00521,0.378214,40.49,39.94,0.015226
2022-11-30,BAC,Bank of America,Finance,38.8,38.73,38.48,38.64,25418952,Kaggle_FinanceEnergy_Dataset,0.001296,0.38,40.36,39.9,0.01416
2022-12-01,BAC,Bank of America,Finance,38.37,39.02,37.99,38.4,13135286,Kaggle_FinanceEnergy_Dataset,-0.006211,0.371429,40.26,39.87,0.013548
2022-12-02,BAC,Bank of America,Finance,39.77,40.41,39.7,39.76,39358888,Kaggle_FinanceEnergy_Dataset,0.035417,0.42,40.21,39.88,0.015798
2022-12-05,BAC,Bank of America,Finance,39.98,40.26,39.71,39.9,35742726,Kaggle_FinanceEnergy_Dataset,0.003521,0.425,40.15,39.86,0.015689
2022-12-06,BAC,Bank of America,Finance,40.46,40.69,39.95,40.45,14195987,Kaggle_FinanceEnergy_Dataset,0.013784,0.444643,40.15,39.86,0.015613
2022-12-07,BAC,Bank of America,Finance,40.54,40.8,40.15,40.67,5774322,Kaggle_FinanceEnergy_Dataset,0.005439,0.4525,40.14,39.89,0.015537
2022-12-08,BAC,Bank of America,Finance,40.44,41.21,40.42,40.51,1008821,Kaggle_FinanceEnergy_Dataset,-0.003934,0.446786,40.12,39.88,0.015506
2022-12-09,BAC,Bank of America,Finance,40.34,41.23,40.23,40.51,30239223,Kaggle_FinanceEnergy_Dataset,0.0,0.446786,40.1,39.88,0.015495
2022-12-12,BAC,Bank of America,Finance,41.56,41.84,41.25,41.59,11356823,Kaggle_FinanceEnergy_Dataset,0.02666,0.485357,40.1,39.92,0.016258
2022-12-13,BAC,Bank of America,Finance,42.47,42.96,42.18,42.42,1616541,Kaggle_FinanceEnergy_Dataset,0.019957,0.515,40.17,39.95,0.016641
2022-12-14,BAC,Bank of America,Finance,43.75,44.18,43.51,43.92,18595178,Kaggle_FinanceEnergy_Dataset,0.035361,0.568571,40.29,40.01,0.018264
2022-12-15,BAC,Bank of America,Finance,44.17,44.34,43.36,44.11,48137924,Kaggle_FinanceEnergy_Dataset,0.004326,0.575357,40.44,40.07,0.018221
2022-12-16,BAC,Bank of America,Finance,43.6,43.49,42.82,43.43,34807197,Kaggle_FinanceEnergy_Dataset,-0.015416,0.551071,40.57,40.15,0.018445
2022-12-19,BAC,Bank of America,Finance,43.03,43.62,42.69,43.1,43030421,Kaggle_FinanceEnergy_Dataset,-0.007598,0.539286,40.67,40.22,0.018542
2022-12-20,BAC,Bank of America,Finance,42.07,42.35,41.36,42.19,8092215,Kaggle_FinanceEnergy_Dataset,-0.021114,0.506786,40.72,40.3,0.019246
2022-12-21,BAC,Bank of America,Finance,42.96,42.84,42.29,42.79,4591119,Kaggle_FinanceEnergy_Dataset,0.014221,0.528214,40.86,40.38,0.018265
2022-12-22,BAC,Bank of America,Finance,42.43,42.48,42.11,42.35,1564958,Kaggle_FinanceEnergy_Dataset,-0.010283,0.5125,41.05,40.45,0.016605
2022-12-23,BAC,Bank of America,Finance,39.87,40.31,39.35,40.03,47827452,Kaggle_FinanceEnergy_Dataset,-0.054782,0.429643,41.09,40.48,0.021073
2022-12-26,BAC,Bank of America,Finance,41.78,42.39,41.03,41.82,15709934,Kaggle_FinanceEnergy_Dataset,0.044716,0.493571,41.26,40.55,0.022463
2022-12-27,BAC,Bank of America,Finance,41.47,41.6,41.23,41.4,23515742,Kaggle_FinanceEnergy_Dataset,-0.010043,0.478571,41.4,40.62,0.022696
2022-12-28,BAC,Bank of America,Finance,41.01,41.71,40.64,40.98,20331657,Kaggle_FinanceEnergy_Dataset,-0.010145,0.463571,41.52,40.67,0.022905
2022-12-29,BAC,Bank of America,Finance,42.28,42.5,41.53,42.23,36792389,Kaggle_FinanceEnergy_Dataset,0.030503,0.508214,41.71,40.74,0.023573
2022-12-30,BAC,Bank of America,Finance,41.35,41.62,41.13,41.32,16188279,Kaggle_FinanceEnergy_Dataset,-0.021549,0.475714,41.79,40.79,0.023146
2023-01-02,BAC,Bank of America,Finance,42.31,42.4,41.86,42.18,27237191,Kaggle_FinanceEnergy_Dataset,0.020813,0.506429,41.9,40.85,0.023518
2023-01-03,BAC,Bank of America,Finance,41.68,41.99,41.18,41.75,49783530,Kaggle_FinanceEnergy_Dataset,-0.010194,0.491071,41.96,40.91,0.023553
2023-01-04,BAC,Bank of America,Finance,40.85,40.87,40.25,40.77,22759114,Kaggle_FinanceEnergy_Dataset,-0.023473,0.456071,41.97,40.94,0.0242
2023-01-05,BAC,Bank of America,Finance,42.24,42.31,41.31,42.03,28012305,Kaggle_FinanceEnergy_Dataset,0.030905,0.501071,42.05,41.0,0.025108
2023-01-06,BAC,Bank of America,Finance,42.69,43.48,42.56,42.74,25623875,Kaggle_FinanceEnergy_Dataset,0.016893,0.526429,42.16,41.05,0.025315
2023-01-09,BAC,Bank of America,Finance,43.59,44.07,43.01,43.46,40356121,Kaggle_FinanceEnergy_Dataset,0.016846,0.552143,42.25,41.11,0.024924
2023-01-10,BAC,Bank of America,Finance,43.65,44.53,43.35,43.76,14075143,Kaggle_FinanceEnergy_Dataset,0.006903,0.562857,42.32,41.18,0.024612
2023-01-11,BAC,Bank of America,Finance,44.15,44.38,44.11,44.25,9351462,Kaggle_FinanceEnergy_Dataset,0.011197,0.580357,42.33,41.24,0.023446
2023-01-12,BAC,Bank of America,Finance,43.47,43.7,42.43,43.28,37950564,Kaggle_FinanceEnergy_Dataset,-0.021921,0.545714,42.29,41.3,0.023957
2023-01-13,BAC,Bank of America,Finance,43.17,43.61,42.57,43.38,21365291,Kaggle_FinanceEnergy_Dataset,0.002311,0.549286,42.29,41.35,0.02371
2023-01-16,BAC,Bank of America,Finance,42.55,43.3,41.95,42.67,45772574,Kaggle_FinanceEnergy_Dataset,-0.016367,0.523929,42.27,41.38,0.023942
2023-01-17,BAC,Bank of America,Finance,41.61,42.43,40.81,41.62,32563805,Kaggle_FinanceEnergy_Dataset,-0.024607,0.486429,42.24,41.4,0.024114
2023-01-18,BAC,Bank of America,Finance,41.9,42.63,41.63,41.94,28652812,Kaggle_FinanceEnergy_Dataset,0.007689,0.497857,42.2,41.43,0.02395
2023-01-19,BAC,Bank of America,Finance,42.89,42.9,42.49,42.83,4452395,Kaggle_FinanceEnergy_Dataset,0.021221,0.529643,42.22,41.46,0.024321
2023-01-20,BAC,Bank of America,Finance,42.42,42.85,41.87,42.55,36790183,Kaggle_FinanceEnergy_Dataset,-0.006537,0.519643,42.35,41.5,0.020625
2023-01-23,BAC,Bank of America,Finance,42.22,42.47,41.67,42.4,34615977,Kaggle_FinanceEnergy_Dataset,-0.003525,0.514286,42.38,41.51,0.0182
2023-01-24,BAC,Bank of America,Finance,41.49,41.61,40.82,41.54,32363524,Kaggle_FinanceEnergy_Dataset,-0.020283,0.483571,42.38,41.52,0.018661
2023-01-25,BAC,Bank of America,Finance,41.57,41.66,41.48,41.56,14127566,Kaggle_FinanceEnergy_Dataset,0.000481,0.484286,42.41,41.53,0.018497
2023-01-26,BAC,Bank of America,Finance,42.17,42.4,41.85,42.14,47390226,Kaggle_FinanceEnergy_Dataset,0.013956,0.505,42.41,41.54,0.017442
2023-01-27,BAC,Bank of America,Finance,42.79,43.04,42.37,42.75,16761101,Kaggle_FinanceEnergy_Dataset,0.014476,0.526786,42.48,41.58,0.016948
2023-01-30,BAC,Bank of America,Finance,43.2,43.55,42.58,43.18,8459316,Kaggle_FinanceEnergy_Dataset,0.010058,0.542143,42.53,41.62,0.016479
2023-01-31,BAC,Bank of America,Finance,42.6,43.08,42.21,42.71,49372856,Kaggle_FinanceEnergy_Dataset,-0.010885,0.525357,42.58,41.66,0.016505
2023-02-01,BAC,Bank of America,Finance,42.33,42.88,41.45,42.22,37566067,Kaggle_FinanceEnergy_Dataset,-0.011473,0.507857,42.65,41.7,0.015759
2023-02-02,BAC,Bank of America,Finance,42.66,43.0,42.8,42.84,21324557,Kaggle_FinanceEnergy_Dataset,0.014685,0.53,42.69,41.79,0.014558
2023-02-03,BAC,Bank of America,Finance,43.35,43.65,43.23,43.48,46859905,Kaggle_FinanceEnergy_Dataset,0.014939,0.552857,42.73,41.87,0.014452
2023-02-06,BAC,Bank of America,Finance,43.46,43.92,43.0,43.36,5464751,Kaggle_FinanceEnergy_Dataset,-0.00276,0.548571,42.72,41.97,0.013975
2023-02-07,BAC,Bank of America,Finance,42.95,43.55,42.66,43.04,5295399,Kaggle_FinanceEnergy_Dataset,-0.00738,0.537143,42.69,42.06,0.013967
2023-02-08,BAC,Bank of America,Finance,43.96,44.13,43.5,43.96,34440099,Kaggle_FinanceEnergy_Dataset,0.021375,0.57,42.67,42.17,0.014596
2023-02-09,BAC,Bank of America,Finance,43.61,44.44,43.03,43.69,9720630,Kaggle_FinanceEnergy_Dataset,-0.006142,0.560357,42.69,42.27,0.013765
2023-02-10,BAC,Bank of America,Finance,44.29,44.61,43.59,44.29,45939836,Kaggle_FinanceEnergy_Dataset,0.013733,0.581786,42.74,42.36,0.014074
2023-02-13,BAC,Bank of America,Finance,44.12,44.54,43.77,44.19,42177599,Kaggle_FinanceEnergy_Dataset,-0.002258,0.578214,42.81,42.45,0.013493
2023-02-14,BAC,Bank of America,Finance,43.58,43.76,42.56,43.37,16011993,Kaggle_FinanceEnergy_Dataset,-0.018556,0.548929,42.9,42.51,0.012924
2023-02-15,BAC,Bank of America,Finance,44.58,44.96,43.81,44.64,44553139,Kaggle_FinanceEnergy_Dataset,0.029283,0.594286,43.04,42.59,0.014247
2023-02-16,BAC,Bank of America,Finance,44.81,45.27,44.33,44.75,3101496,Kaggle_FinanceEnergy_Dataset,0.002464,0.598214,43.13,42.67,0.013602
2023-02-17,BAC,Bank of America,Finance,44.36,44.56,44.08,44.19,27883254,Kaggle_FinanceEnergy_Dataset,-0.012514,0.578214,43.22,42.74,0.013869
2023-02-20,BAC,Bank of America,Finance,43.16,43.36,42.99,43.1,46842575,Kaggle_FinanceEnergy_Dataset,-0.024666,0.539286,43.25,42.77,0.015065
2023-02-21,BAC,Bank of America,Finance,42.14,42.88,41.28,42.11,42913765,Kaggle_FinanceEnergy_Dataset,-0.02297,0.503929,43.28,42.77,0.015275
2023-02-22,BAC,Bank of America,Finance,41.87,42.13,41.09,41.84,18447592,Kaggle_FinanceEnergy_Dataset,-0.006412,0.494286,43.29,42.73,0.01536
2023-02-23,BAC,Bank of America,Finance,43.3,43.92,42.91,43.3,9960651,Kaggle_FinanceEnergy_Dataset,0.034895,0.546429,43.35,42.71,0.016959
2023-02-24,BAC,Bank of America,Finance,42.99,43.19,42.69,42.86,11316488,Kaggle_FinanceEnergy_Dataset,-0.010162,0.530714,43.36,42.7,0.016861
2023-02-27,BAC,Bank of America,Finance,43.79,44.4,43.91,43.99,26210886,Kaggle_FinanceEnergy_Dataset,0.026365,0.571071,43.4,42.72,0.017732
