Date,Ticker,Company,Sector,Open,High,Low,Close,Volume,Source
2020-06-03,MSFT,Microsoft Corp.,Technology,202.48,202.76,199.93,201.83,2976177,Kaggle_TechStocks_Dataset
2020-06-04,MSFT,Microsoft Corp.,Technology,200.58,204.09,197.83,200.87,10855690,Kaggle_TechStocks_Dataset
2020-06-05,MSFT,Microsoft Corp.,Technology,199.4,201.01,197.57,199.09,9752814,Kaggle_TechStocks_Dataset
2020-06-08,MSFT,Microsoft Corp.,Technology,200.28,201.56,196.65,200.21,17549651,Kaggle_TechStocks_Dataset
2020-06-09,MSFT,Microsoft Corp.,Technology,203.62,204.95,201.27,203.26,21504025,Kaggle_TechStocks_Dataset
2020-06-10,MSFT,Microsoft Corp.,Technology,202.97,206.09,200.23,202.6,25918405,Kaggle_TechStocks_Dataset
2020-06-11,MSFT,Microsoft Corp.,Technology,206.38,209.25,203.04,206.11,24360939,Kaggle_TechStocks_Dataset
2020-06-12,MSFT,Microsoft Corp.,Technology,210.47,212.26,209.16,210.96,14263055,Kaggle_TechStocks_Dataset
2020-06-15,MSFT,Microsoft Corp.,Technology,206.97,208.6,207.21,207.93,2429362,Kaggle_TechStocks_Dataset
2020-06-16,MSFT,Microsoft Corp.,Technology,205.12,206.4,205.0,205.21,30649979,Kaggle_TechStocks_Dataset
2020-06-17,MSFT,Microsoft Corp.,Technology,205.61,208.6,203.08,204.81,20391496,Kaggle_TechStocks_Dataset
2020-06-18,MSFT,Microsoft Corp.,Technology,206.02,208.36,203.35,205.88,15634935,Kaggle_TechStocks_Dataset
2020-06-19,MSFT,Microsoft Corp.,Technology,204.89,206.48,201.0,204.21,43480111,Kaggle_TechStocks_Dataset
2020-06-22,MSFT,Microsoft Corp.,Technology,209.72,211.26,205.54,208.69,37590422,Kaggle_TechStocks_Dataset
2020-06-23,MSFT,Microsoft Corp.,Technology,209.46,211.84,207.88,210.17,43030511,Kaggle_TechStocks_Dataset
2020-06-24,MSFT,Microsoft Corp.,Technology,210.77,213.81,207.63,210.37,25254156,Kaggle_TechStocks_Dataset
2020-06-25,MSFT,Microsoft Corp.,Technology,205.96,207.85,205.06,205.6,7415631,Kaggle_TechStocks_Dataset
2020-06-26,MSFT,Microsoft Corp.,Technology,202.3,201.98,198.71,201.33,35114850,Kaggle_TechStocks_Dataset
2020-06-29,MSFT,Microsoft Corp.,Technology,203.28,203.0,199.69,202.3,11097615,Kaggle_TechStocks_Dataset
2020-06-30,MSFT,Microsoft Corp.,Technology,195.82,197.65,192.98,195.46,22620253,Kaggle_TechStocks_Dataset
2020-07-01,MSFT,Microsoft Corp.,Technology,198.18,202.42,197.87,198.69,4185038,Kaggle_TechStocks_Dataset
2020-07-02,MSFT,Microsoft Corp.,Technology,198.84,199.61,196.74,198.25,41440111,Kaggle_TechStocks_Dataset
2020-07-03,MSFT,Microsoft Corp.,Technology,207.78,212.25,206.86,208.6,7171091,Kaggle_TechStocks_Dataset
2020-07-06,MSFT,Microsoft Corp.,Technology,216.98,219.73,213.42,216.37,45251777,Kaggle_TechStocks_Dataset
2020-07-07,MSFT,Microsoft Corp.,Technology,216.7,217.04,214.85,215.81,43347299,Kaggle_TechStocks_Dataset
2020-07-08,MSFT,Microsoft Corp.,Technology,215.26,215.87,211.36,215.51,23764555,Kaggle_TechStocks_Dataset
2020-07-09,MSFT,Microsoft Corp.,Technology,219.3,219.65,218.25,219.01,37474042,Kaggle_TechStocks_Dataset
2020-07-10,MSFT,Microsoft Corp.,Technology,224.88,228.38,222.73,225.04,31352808,Kaggle_TechStocks_Dataset
2020-07-13,MSFT,Microsoft Corp.,Technology,219.07,220.26,216.48,219.21,40350706,Kaggle_TechStocks_Dataset
2020-07-14,MSFT,Microsoft Corp.,Technology,212.61,214.73,210.76,213.01,22158449,Kaggle_TechStocks_Dataset
2020-07-15,MSFT,Microsoft Corp.,Technology,211.5,213.17,209.41,210.95,39504615,Kaggle_TechStocks_Dataset
2020-07-16,MSFT,Microsoft Corp.,Technology,213.91,216.13,208.77,212.98,23660384,Kaggle_TechStocks_Dataset
2020-07-17,MSFT,Microsoft Corp.,Technology,215.69,215.42,214.0,214.74,47107323,Kaggle_TechStocks_Dataset
2020-07-20,MSFT,Microsoft Corp.,Technology,217.77,220.39,215.96,218.48,24832232,Kaggle_TechStocks_Dataset
2020-07-21,MSFT,Microsoft Corp.,Technology,215.15,216.54,211.46,214.35,23668344,Kaggle_TechStocks_Dataset
2020-07-22,MSFT,Microsoft Corp.,Technology,206.96,208.8,202.88,206.47,39468521,Kaggle_TechStocks_Dataset
2020-07-23,MSFT,Microsoft Corp.,Technology,208.85,212.83,206.93,209.37,41257306,Kaggle_TechStocks_Dataset
2020-07-24,MSFT,Microsoft Corp.,Technology,205.77,207.54,204.48,206.66,28169966,Kaggle_TechStocks_Dataset
2020-07-27,MSFT,Microsoft Corp.,Technology,199.59,203.32,197.58,200.05,9810092,Kaggle_TechStocks_Dataset
2020-07-28,MSFT,Microsoft Corp.,Technology,201.4,203.41,199.14,200.57,23920153,Kaggle_TechStocks_Dataset
2020-07-29,MSFT,Microsoft Corp.,Technology,203.45,205.53,200.74,203.18,48435552,Kaggle_TechStocks_Dataset
2020-07-30,MSFT,Microsoft Corp.,Technology,203.29,205.74,202.49,202.84,37896323,Kaggle_TechStocks_Dataset
2020-07-31,MSFT,Microsoft Corp.,Technology,200.92,203.19,199.68,201.41,40746967,Kaggle_TechStocks_Dataset
2020-08-03,MSFT,Microsoft Corp.,Technology,201.4,201.69,200.02,200.96,2608449,Kaggle_TechStocks_Dataset
2020-08-04,MSFT,Microsoft Corp.,Technology,198.89,202.56,196.25,199.83,23925113,Kaggle_TechStocks_Dataset
2020-08-05,MSFT,Microsoft Corp.,Technology,195.34,197.73,193.14,195.58,32684435,Kaggle_TechStocks_Dataset
2020-08-06,MSFT,Microsoft Corp.,Technology,193.65,195.94,190.77,193.4,41671601,Kaggle_TechStocks_Dataset
2020-08-07,MSFT,Microsoft Corp.,Technology,194.38,196.52,193.28,195.07,3414409,Kaggle_TechStocks_Dataset
2020-08-10,MSFT,Microsoft Corp.,Technology,196.76,199.71,195.42,196.13,42769505,Kaggle_TechStocks_Dataset
2020-08-11,MSFT,Microsoft Corp.,Technology,196.2,199.11,193.08,196.72,27871645,Kaggle_TechStocks_Dataset
2020-08-12,MSFT,Microsoft Corp.,Technology,193.94,194.16,190.04,193.65,10668384,Kaggle_TechStocks_Dataset
2020-08-13,MSFT,Microsoft Corp.,Technology,192.97,194.99,192.41,193.15,16545505,Kaggle_TechStocks_Dataset
2020-08-14,MSFT,Microsoft Corp.,Technology,186.66,189.35,183.5,186.48,14814548,Kaggle_TechStocks_Dataset
2020-08-17,MSFT,Microsoft Corp.,Technology,186.34,190.08,185.71,187.07,27012092,Kaggle_TechStocks_Dataset
2020-08-18,MSFT,Microsoft Corp.,Technology,190.48,193.39,189.55,191.4,3532598,Kaggle_TechStocks_Dataset
2020-08-19,MSFT,Microsoft Corp.,Technology,187.71,190.3,186.16,186.94,8768271,Kaggle_TechStocks_Dataset
2020-08-20,MSFT,Microsoft Corp.,Technology,184.81,186.37,181.98,185.24,40821959,Kaggle_TechStocks_Dataset
2020-08-21,MSFT,Microsoft Corp.,Technology,186.87,187.91,183.0,186.27,7497595,Kaggle_TechStocks_Dataset
2020-08-24,MSFT,Microsoft Corp.,Technology,191.01,193.5,188.27,190.06,12436417,Kaggle_TechStocks_Dataset
2020-08-25,MSFT,Microsoft Corp.,Technology,188.21,192.15,188.37,188.75,23215159,Kaggle_TechStocks_Dataset
2020-08-26,MSFT,Microsoft Corp.,Technology,186.28,189.34,184.46,186.72,26338923,Kaggle_TechStocks_Dataset
2020-08-27,MSFT,Microsoft Corp.,Technology,181.18,184.02,178.4,180.89,38416913,Kaggle_TechStocks_Dataset
2020-08-28,MSFT,Microsoft Corp.,Technology,182.08,181.73,179.7,181.24,22919288,Kaggle_TechStocks_Dataset
2020-08-31,MSFT,Microsoft Corp.,Technology,188.0,190.48,186.79,187.22,39703366,Kaggle_TechStocks_Dataset
2020-09-01,MSFT,Microsoft Corp.,Technology,188.12,189.44,187.34,188.11,31298969,Kaggle_TechStocks_Dataset
2020-09-02,MSFT,Microsoft Corp.,Technology,188.66,188.93,187.9,188.1,6541887,Kaggle_TechStocks_Dataset
2020-09-03,MSFT,Microsoft Corp.,Technology,188.44,190.18,185.43,189.13,8660240,Kaggle_TechStocks_Dataset
2020-09-04,MSFT,Microsoft Corp.,Technology,190.05,190.84,185.77,189.15,22414652,Kaggle_TechStocks_Dataset
2020-09-07,MSFT,Microsoft Corp.,Technology,187.62,187.83,185.18,186.75,20447580,Kaggle_TechStocks_Dataset
2020-09-08,MSFT,Microsoft Corp.,Technology,188.63,190.61,188.44,189.27,37433669,Kaggle_TechStocks_Dataset
2020-09-09,MSFT,Microsoft Corp.,Technology,189.63,190.69,187.24,190.01,29456119,Kaggle_TechStocks_Dataset
2020-09-10,MSFT,Microsoft Corp.,Technology,189.36,191.38,187.18,190.12,20018520,Kaggle_TechStocks_Dataset
2020-09-11,MSFT,Microsoft Corp.,Technology,186.78,189.43,186.27,187.21,9367253,Kaggle_TechStocks_Dataset
2020-09-14,MSFT,Microsoft Corp.,Technology,191.77,192.97,187.55,191.17,12115018,Kaggle_TechStocks_Dataset
2020-09-15,MSFT,Microsoft Corp.,Technology,193.02,194.73,190.75,193.26,29199549,Kaggle_TechStocks_Dataset
2020-09-16,MSFT,Microsoft Corp.,Technology,190.82,194.52,189.62,191.61,21748501,Kaggle_TechStocks_Dataset
2020-09-17,MSFT,Microsoft Corp.,Technology,194.43,198.24,192.92,194.74,26231447,Kaggle_TechStocks_Dataset
2020-09-18,MSFT,Microsoft Corp.,Technology,194.18,196.22,192.06,193.25,9363194,Kaggle_TechStocks_Dataset
2020-09-21,MSFT,Microsoft Corp.,Technology,191.14,192.29,188.36,190.89,33482406,Kaggle_TechStocks_Dataset
2020-09-22,MSFT,Microsoft Corp.,Technology,188.47,191.49,187.05,188.63,42774398,Kaggle_TechStocks_Dataset
2020-09-23,MSFT,Microsoft Corp.,Technology,182.73,184.05,181.71,183.34,13639035,Kaggle_TechStocks_Dataset
2020-09-24,MSFT,Microsoft Corp.,Technology,185.68,185.42,183.01,184.78,25084197,Kaggle_TechStocks_Dataset
2020-09-25,MSFT,Microsoft Corp.,Technology,180.0,180.78,178.01,179.42,48800839,Kaggle_TechStocks_Dataset
2020-09-28,MSFT,Microsoft Corp.,Technology,175.57,178.83,173.3,175.95,17328845,Kaggle_TechStocks_Dataset
2020-09-29,MSFT,Microsoft Corp.,Technology,169.43,171.13,167.03,170.16,30157270,Kaggle_TechStocks_Dataset
2020-09-30,MSFT,Microsoft Corp.,Technology,169.23,170.35,166.97,169.98,5419589,Kaggle_TechStocks_Dataset
2020-10-01,MSFT,Microsoft Corp.,Technology,168.98,170.21,166.95,169.62,30694735,Kaggle_TechStocks_Dataset
2020-10-02,MSFT,Microsoft Corp.,Technology,168.92,171.7,167.01,168.78,5391956,Kaggle_TechStocks_Dataset
2020-10-05,MSFT,Microsoft Corp.,Technology,166.73,168.19,165.35,166.02,48002536,Kaggle_TechStocks_Dataset
2020-10-06,MSFT,Microsoft Corp.,Technology,162.95,163.91,161.87,162.96,36067469,Kaggle_TechStocks_Dataset
2020-10-07,MSFT,Microsoft Corp.,Technology,164.78,166.12,163.4,164.22,39619829,Kaggle_TechStocks_Dataset
2020-10-08,MSFT,Microsoft Corp.,Technology,162.73,164.61,160.65,162.82,35501113,Kaggle_TechStocks_Dataset
2020-10-09,MSFT,Microsoft Corp.,Technology,164.03,165.89,161.67,163.69,29896722,Kaggle_TechStocks_Dataset
2020-10-12,MSFT,Microsoft Corp.,Technology,161.79,162.3,159.4,161.42,23045726,Kaggle_TechStocks_Dataset
2020-10-13,MSFT,Microsoft Corp.,Technology,161.41,164.76,159.29,161.94,43060295,Kaggle_TechStocks_Dataset
2020-10-14,MSFT,Microsoft Corp.,Technology,165.14,166.51,162.25,165.37,47884947,Kaggle_TechStocks_Dataset
2020-10-15,MSFT,Microsoft Corp.,Technology,167.2,169.34,165.51,166.97,25452772,Kaggle_TechStocks_Dataset
2020-10-16,MSFT,Microsoft Corp.,Technology,165.21,166.14,165.72,165.92,46645217,Kaggle_TechStocks_Dataset
2020-10-19,MSFT,Microsoft Corp.,Technology,166.42,168.0,163.85,166.65,29583312,Kaggle_TechStocks_Dataset
2020-10-20,MSFT,Microsoft Corp.,Technology,166.12,167.34,162.89,166.06,27380825,Kaggle_TechStocks_Dataset
2020-10-21,MSFT,Microsoft Corp.,Technology,166.95,168.01,165.27,166.13,23269653,Kaggle_TechStocks_Dataset
2020-10-22,MSFT,Microsoft Corp.,Technology,165.27,165.7,162.8,165.31,11255100,Kaggle_TechStocks_Dataset
2020-10-23,MSFT,Microsoft Corp.,Technology,165.44,167.56,164.22,164.92,1182263,Kaggle_TechStocks_Dataset
2020-10-26,MSFT,Microsoft Corp.,Technology,165.42,166.38,164.43,165.53,12833805,Kaggle_TechStocks_Dataset
2020-10-27,MSFT,Microsoft Corp.,Technology,163.43,165.21,162.62,162.95,25976435,Kaggle_TechStocks_Dataset
2020-10-28,MSFT,Microsoft Corp.,Technology,160.5,162.96,158.39,160.35,19618037,Kaggle_TechStocks_Dataset
2020-10-29,MSFT,Microsoft Corp.,Technology,157.45,158.67,155.68,156.84,22975776,Kaggle_TechStocks_Dataset
2020-10-30,MSFT,Microsoft Corp.,Technology,152.73,155.17,151.16,152.87,49051762,Kaggle_TechStocks_Dataset
2020-11-02,MSFT,Microsoft Corp.,Technology,150.1,151.98,148.74,149.94,18163346,Kaggle_TechStocks_Dataset
2020-11-03,MSFT,Microsoft Corp.,Technology,150.57,151.54,148.65,150.37,23156964,Kaggle_TechStocks_Dataset
2020-11-04,MSFT,Microsoft Corp.,Technology,148.15,150.7,145.84,148.27,7542262,Kaggle_TechStocks_Dataset
2020-11-05,MSFT,Microsoft Corp.,Technology,149.0,150.52,147.98,149.53,3349928,Kaggle_TechStocks_Dataset
2020-11-06,MSFT,Microsoft Corp.,Technology,149.05,151.43,148.17,149.66,38995066,Kaggle_TechStocks_Dataset
2020-11-09,MSFT,Microsoft Corp.,Technology,144.29,147.19,144.32,144.99,28963475,Kaggle_TechStocks_Dataset
2020-11-10,MSFT,Microsoft Corp.,Technology,147.1,147.75,145.67,146.55,38274535,Kaggle_TechStocks_Dataset
2020-11-11,MSFT,Microsoft Corp.,Technology,148.11,149.5,147.4,148.5,8343277,Kaggle_TechStocks_Dataset
2020-11-12,MSFT,Microsoft Corp.,Technology,145.76,147.6,143.57,146.18,29019609,Kaggle_TechStocks_Dataset
2020-11-13,MSFT,Microsoft Corp.,Technology,147.56,149.65,146.28,147.21,13428481,Kaggle_TechStocks_Dataset
2020-11-16,MSFT,Microsoft Corp.,Technology,144.98,147.95,143.72,145.24,12175029,Kaggle_TechStocks_Dataset
2020-11-17,MSFT,Microsoft Corp.,Technology,145.52,147.16,145.07,145.51,1564774,Kaggle_TechStocks_Dataset
2020-11-18,MSFT,Microsoft Corp.,Technology,142.13,144.54,142.25,142.61,7386695,Kaggle_TechStocks_Dataset
2020-11-19,MSFT,Microsoft Corp.,Technology,139.2,141.08,135.93,138.56,16154137,Kaggle_TechStocks_Dataset
2020-11-20,MSFT,Microsoft Corp.,Technology,138.23,138.15,137.14,137.75,6727059,Kaggle_TechStocks_Dataset
2020-11-23,MSFT,Microsoft Corp.,Technology,138.02,138.26,134.87,137.52,49307063,Kaggle_TechStocks_Dataset
2020-11-24,MSFT,Microsoft Corp.,Technology,136.56,138.67,134.91,136.69,16122999,Kaggle_TechStocks_Dataset
2020-11-25,MSFT,Microsoft Corp.,Technology,134.49,136.37,132.84,134.14,7385873,Kaggle_TechStocks_Dataset
2020-11-26,MSFT,Microsoft Corp.,Technology,132.85,135.62,131.03,133.32,10755033,Kaggle_TechStocks_Dataset
2020-11-27,MSFT,Microsoft Corp.,Technology,133.27,135.12,133.15,133.93,29797458,Kaggle_TechStocks_Dataset
2020-11-30,MSFT,Microsoft Corp.,Technology,133.23,134.23,131.21,133.87,4138132,Kaggle_TechStocks_Dataset
2020-12-01,MSFT,Microsoft Corp.,Technology,134.42,135.55,132.04,134.3,43259272,Kaggle_TechStocks_Dataset
2020-12-02,MSFT,Microsoft Corp.,Technology,132.84,133.62,131.71,132.9,48113484,Kaggle_TechStocks_Dataset
2020-12-03,MSFT,Microsoft Corp.,Technology,135.45,136.31,134.56,135.43,13090623,Kaggle_TechStocks_Dataset
2020-12-04,MSFT,Microsoft Corp.,Technology,132.27,135.0,132.58,132.92,23054668,Kaggle_TechStocks_Dataset
2020-12-07,MSFT,Microsoft Corp.,Technology,133.9,134.33,133.12,134.0,2084588,Kaggle_TechStocks_Dataset
2020-12-08,MSFT,Microsoft Corp.,Technology,136.87,138.85,135.58,136.57,32394801,Kaggle_TechStocks_Dataset
2020-12-09,MSFT,Microsoft Corp.,Technology,137.58,138.92,135.94,137.66,21282376,Kaggle_TechStocks_Dataset
2020-12-10,MSFT,Microsoft Corp.,Technology,137.58,138.95,134.52,137.26,14232864,Kaggle_TechStocks_Dataset
2020-12-11,MSFT,Microsoft Corp.,Technology,135.78,136.51,133.73,136.14,11135018,Kaggle_TechStocks_Dataset
2020-12-14,MSFT,Microsoft Corp.,Technology,138.87,139.47,137.08,138.44,33047130,Kaggle_TechStocks_Dataset
2020-12-15,MSFT,Microsoft Corp.,Technology,135.45,135.7,134.36,135.33,21394634,Kaggle_TechStocks_Dataset
2020-12-16,MSFT,Microsoft Corp.,Technology,132.88,135.84,131.66,133.27,9803305,Kaggle_TechStocks_Dataset
2020-12-17,MSFT,Microsoft Corp.,Technology,132.11,134.62,131.65,132.46,34766344,Kaggle_TechStocks_Dataset
2020-12-18,MSFT,Microsoft Corp.,Technology,135.29,136.44,133.76,135.12,28688541,Kaggle_TechStocks_Dataset
2020-12-21,MSFT,Microsoft Corp.,Technology,136.43,136.69,133.45,135.98,43074930,Kaggle_TechStocks_Dataset
2020-12-22,MSFT,Microsoft Corp.,Technology,133.8,136.42,131.72,133.91,6756319,Kaggle_TechStocks_Dataset
2020-12-23,MSFT,Microsoft Corp.,Technology,132.97,134.3,132.75,133.29,39497663,Kaggle_TechStocks_Dataset
2020-12-24,MSFT,Microsoft Corp.,Technology,132.5,132.56,131.2,132.02,34002322,Kaggle_TechStocks_Dataset
2020-12-25,MSFT,Microsoft Corp.,Technology,130.78,132.09,130.17,130.56,6635535,Kaggle_TechStocks_Dataset
2020-12-28,MSFT,Microsoft Corp.,Technology,132.57,135.15,130.28,132.64,35046215,Kaggle_TechStocks_Dataset
2020-12-29,MSFT,Microsoft Corp.,Technology,129.75,129.91,129.62,129.77,22635817,Kaggle_TechStocks_Dataset
2020-12-30,MSFT,Microsoft Corp.,Technology,132.76,133.89,131.02,133.15,47304254,Kaggle_TechStocks_Dataset
2020-12-31,MSFT,Microsoft Corp.,Technology,135.12,137.49,132.28,134.95,7938956,Kaggle_TechStocks_Dataset
2021-01-01,MSFT,Microsoft Corp.,Technology,137.16,137.93,137.21,137.35,32498836,Kaggle_TechStocks_Dataset
2021-01-04,MSFT,Microsoft Corp.,Technology,137.05,136.8,134.37,136.37,19717022,Kaggle_TechStocks_Dataset
2021-01-05,MSFT,Microsoft Corp.,Technology,136.05,137.69,135.09,136.08,47883918,Kaggle_TechStocks_Dataset
2021-01-06,MSFT,Microsoft Corp.,Technology,132.98,135.31,130.79,133.0,17168769,Kaggle_TechStocks_Dataset
2021-01-07,MSFT,Microsoft Corp.,Technology,132.01,133.25,130.74,131.92,48147109,Kaggle_TechStocks_Dataset
2021-01-08,MSFT,Microsoft Corp.,Technology,133.55,135.65,132.62,133.0,45172806,Kaggle_TechStocks_Dataset
2021-01-11,MSFT,Microsoft Corp.,Technology,136.21,137.69,133.91,135.8,14248778,Kaggle_TechStocks_Dataset
2021-01-12,MSFT,Microsoft Corp.,Technology,133.37,133.76,132.47,133.44,40373547,Kaggle_TechStocks_Dataset
2021-01-13,MSFT,Microsoft Corp.,Technology,132.99,135.34,130.52,132.7,49784605,Kaggle_TechStocks_Dataset
2021-01-14,MSFT,Microsoft Corp.,Technology,132.53,133.58,131.34,132.42,13380487,Kaggle_TechStocks_Dataset
2021-01-15,MSFT,Microsoft Corp.,Technology,129.49,130.34,127.74,129.5,22402081,Kaggle_TechStocks_Dataset
2021-01-18,MSFT,Microsoft Corp.,Technology,130.36,132.28,128.67,130.76,26488856,Kaggle_TechStocks_Dataset
2021-01-19,MSFT,Microsoft Corp.,Technology,129.23,130.16,127.46,129.28,15451625,Kaggle_TechStocks_Dataset
2021-01-20,MSFT,Microsoft Corp.,Technology,128.58,129.25,126.77,128.91,1747977,Kaggle_TechStocks_Dataset
2021-01-21,MSFT,Microsoft Corp.,Technology,128.55,128.15,127.65,128.02,11786332,Kaggle_TechStocks_Dataset
2021-01-22,MSFT,Microsoft Corp.,Technology,126.23,127.65,124.87,126.44,14814907,Kaggle_TechStocks_Dataset
2021-01-25,MSFT,Microsoft Corp.,Technology,127.03,128.6,124.52,126.46,22736385,Kaggle_TechStocks_Dataset
2021-01-26,MSFT,Microsoft Corp.,Technology,126.1,127.56,124.61,126.06,9384021,Kaggle_TechStocks_Dataset
2021-01-27,MSFT,Microsoft Corp.,Technology,125.51,127.86,123.61,125.35,43789463,Kaggle_TechStocks_Dataset
2021-01-28,MSFT,Microsoft Corp.,Technology,123.98,124.73,123.2,123.93,35540645,Kaggle_TechStocks_Dataset
2021-01-29,MSFT,Microsoft Corp.,Technology,124.14,125.39,124.41,124.6,5174823,Kaggle_TechStocks_Dataset
2021-02-01,MSFT,Microsoft Corp.,Technology,127.77,128.45,126.44,127.93,32854530,Kaggle_TechStocks_Dataset
2021-02-02,MSFT,Microsoft Corp.,Technology,127.74,128.78,127.78,128.25,33029167,Kaggle_TechStocks_Dataset
2021-02-03,MSFT,Microsoft Corp.,Technology,130.49,131.17,129.12,130.33,47854837,Kaggle_TechStocks_Dataset
2021-02-04,MSFT,Microsoft Corp.,Technology,127.4,129.52,125.3,127.47,1148022,Kaggle_TechStocks_Dataset
2021-02-05,MSFT,Microsoft Corp.,Technology,128.19,130.16,126.95,127.83,13148690,Kaggle_TechStocks_Dataset
2021-02-08,MSFT,Microsoft Corp.,Technology,125.27,128.07,124.33,125.62,46461782,Kaggle_TechStocks_Dataset
2021-02-09,MSFT,Microsoft Corp.,Technology,122.28,123.35,121.75,122.69,46674561,Kaggle_TechStocks_Dataset
2021-02-10,MSFT,Microsoft Corp.,Technology,121.17,123.43,120.9,121.28,36308734,Kaggle_TechStocks_Dataset
2021-02-11,MSFT,Microsoft Corp.,Technology,124.16,124.52,122.19,123.63,38522402,Kaggle_TechStocks_Dataset
2021-02-12,MSFT,Microsoft Corp.,Technology,125.81,125.94,125.19,125.55,5482664,Kaggle_TechStocks_Dataset
2021-02-15,MSFT,Microsoft Corp.,Technology,125.98,128.29,125.36,126.08,26179915,Kaggle_TechStocks_Dataset
2021-02-16,MSFT,Microsoft Corp.,Technology,123.05,124.64,121.71,123.03,12347566,Kaggle_TechStocks_Dataset
2021-02-17,MSFT,Microsoft Corp.,Technology,122.17,123.19,121.63,122.68,9879684,Kaggle_TechStocks_Dataset
2021-02-18,MSFT,Microsoft Corp.,Technology,123.91,124.44,121.61,123.31,40704861,Kaggle_TechStocks_Dataset
2021-02-19,MSFT,Microsoft Corp.,Technology,123.9,124.49,123.53,123.69,7616868,Kaggle_TechStocks_Dataset
2021-02-22,MSFT,Microsoft Corp.,Technology,119.82,121.88,119.2,120.08,23963930,Kaggle_TechStocks_Dataset
2021-02-23,MSFT,Microsoft Corp.,Technology,118.51,119.55,116.14,118.41,46990333,Kaggle_TechStocks_Dataset
2021-02-24,MSFT,Microsoft Corp.,Technology,117.86,120.66,116.69,118.32,10105770,Kaggle_TechStocks_Dataset
2021-02-25,MSFT,Microsoft Corp.,Technology,119.93,119.61,118.4,119.37,48921677,Kaggle_TechStocks_Dataset
2021-02-26,MSFT,Microsoft Corp.,Technology,114.84,116.1,113.03,115.21,49720111,Kaggle_TechStocks_Dataset
2021-03-01,MSFT,Microsoft Corp.,Technology,115.12,116.12,112.7,114.95,28225240,Kaggle_TechStocks_Dataset
2021-03-02,MSFT,Microsoft Corp.,Technology,114.96,116.47,113.93,115.25,9336994,Kaggle_TechStocks_Dataset
2021-03-03,MSFT,Microsoft Corp.,Technology,117.1,117.67,115.25,116.85,16489139,Kaggle_TechStocks_Dataset
2021-03-04,MSFT,Microsoft Corp.,Technology,118.51,119.94,116.8,118.18,21800148,Kaggle_TechStocks_Dataset
2021-03-05,MSFT,Microsoft Corp.,Technology,119.53,121.42,117.53,119.32,16156886,Kaggle_TechStocks_Dataset
2021-03-08,MSFT,Microsoft Corp.,Technology,117.96,120.05,115.84,117.83,14751143,Kaggle_TechStocks_Dataset
2021-03-09,MSFT,Microsoft Corp.,Technology,114.72,116.13,113.48,114.27,48639255,Kaggle_TechStocks_Dataset
2021-03-10,MSFT,Microsoft Corp.,Technology,113.11,115.54,112.43,113.59,8514876,Kaggle_TechStocks_Dataset
2021-03-11,MSFT,Microsoft Corp.,Technology,115.24,116.76,113.57,115.44,36933067,Kaggle_TechStocks_Dataset
2021-03-12,MSFT,Microsoft Corp.,Technology,117.75,120.02,116.41,118.05,1020104,Kaggle_TechStocks_Dataset
2021-03-15,MSFT,Microsoft Corp.,Technology,120.01,120.24,118.38,119.43,30212950,Kaggle_TechStocks_Dataset
2021-03-16,MSFT,Microsoft Corp.,Technology,120.16,121.32,118.05,120.29,45881207,Kaggle_TechStocks_Dataset
2021-03-17,MSFT,Microsoft Corp.,Technology,121.34,121.91,118.98,121.06,15108770,Kaggle_TechStocks_Dataset
2021-03-18,MSFT,Microsoft Corp.,Technology,120.24,121.21,117.79,120.02,10090772,Kaggle_TechStocks_Dataset
2021-03-19,MSFT,Microsoft Corp.,Technology,119.47,120.58,119.26,119.81,32932309,Kaggle_TechStocks_Dataset
2021-03-22,MSFT,Microsoft Corp.,Technology,122.73,125.42,122.35,123.05,35917468,Kaggle_TechStocks_Dataset
2021-03-23,MSFT,Microsoft Corp.,Technology,120.96,122.07,120.54,121.23,34713495,Kaggle_TechStocks_Dataset
2021-03-24,MSFT,Microsoft Corp.,Technology,124.29,124.76,123.61,124.4,16646527,Kaggle_TechStocks_Dataset
2021-03-25,MSFT,Microsoft Corp.,Technology,123.47,125.16,122.9,123.8,13357917,Kaggle_TechStocks_Dataset
2021-03-26,MSFT,Microsoft Corp.,Technology,125.85,126.72,125.08,126.46,47840021,Kaggle_TechStocks_Dataset
2021-03-29,MSFT,Microsoft Corp.,Technology,124.12,124.03,122.69,123.65,46241675,Kaggle_TechStocks_Dataset
2021-03-30,MSFT,Microsoft Corp.,Technology,125.43,125.5,122.44,124.85,23408513,Kaggle_TechStocks_Dataset
2021-03-31,MSFT,Microsoft Corp.,Technology,123.22,124.63,122.41,123.42,42463499,Kaggle_TechStocks_Dataset
2021-04-01,MSFT,Microsoft Corp.,Technology,120.47,121.77,120.03,120.66,23163850,Kaggle_TechStocks_Dataset
2021-04-02,MSFT,Microsoft Corp.,Technology,120.52,123.08,119.85,121.12,21795061,Kaggle_TechStocks_Dataset
2021-04-05,MSFT,Microsoft Corp.,Technology,123.33,124.96,121.48,123.11,8681384,Kaggle_TechStocks_Dataset
2021-04-06,MSFT,Microsoft Corp.,Technology,121.88,122.59,119.69,121.48,21893896,Kaggle_TechStocks_Dataset
2021-04-07,MSFT,Microsoft Corp.,Technology,118.18,119.47,117.68,118.6,27333429,Kaggle_TechStocks_Dataset
